filepath,label,original_source_path,source_dataset,source_url,license_or_usage_note,width,height,sha256
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%TZ7-202.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%TZ7-202.png,ICL_Dataset,,Academic use only,1894,1418,8c4564cba8037e45181bf22bd0dff4661e253bfcac7510b04267738c5f47e7bf
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%TZ7-203.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%TZ7-203.png,ICL_Dataset,,Academic use only,1894,1418,246e6164f3b64892cd33e47e57ca4e1fa428df6fae8c091d1d08a10945ecb4df
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%TZ7-204.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%TZ7-204.png,ICL_Dataset,,Academic use only,1894,1418,88d2d02a9308b1add601bd4576851b2b7992f87aabe3cebce8d75fc66d57f868
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%TZ7-205.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%TZ7-205.png,ICL_Dataset,,Academic use only,1894,1418,91415be9c134ad439a61772d0d6c298399b959bf6bd2f7e21842b749907843ca
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%TZ7-206.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%TZ7-206.png,ICL_Dataset,,Academic use only,1894,1418,71e245212315dea5974855a15a6a1e998d83c98c59d8aec8a9a9a3b51bf8f3cf
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%TZ7-207.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%TZ7-207.png,ICL_Dataset,,Academic use only,1894,1418,c320fc312ec3e08517833597c74fa26c1325bd31b73ccc53d99a024e9ec06cd7
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%TZ7-208.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%TZ7-208.png,ICL_Dataset,,Academic use only,1894,1418,335d6c021a7808b7a02ce3e7c628e80fb8b0ed6d4b2f28ba181cae66d324a626
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%TZ7-209.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%TZ7-209.png,ICL_Dataset,,Academic use only,1894,1418,6d7e8e5567df67e0a4e2dd61f516bacb4ee7e020be2f82b6a2e05f61b0791c10
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-225.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-225.png,ICL_Dataset,,Academic use only,1894,1418,6a16b4898fd0581f9321f65d33305b57c3dde87ba7cb18e00331bc5f7a53f339
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-226.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-226.png,ICL_Dataset,,Academic use only,1894,1418,db2b1d4439a525e386866d08d0d1d8e7dde1d834de5217ac726b1785c03a5538
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-227.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-227.png,ICL_Dataset,,Academic use only,1894,1418,7eae1b09681236a4a90b48ca8b3e699e92acb16c0c0a7aa795e9d87f5a1d3496
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-228.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-228.png,ICL_Dataset,,Academic use only,1894,1418,2d63f9130f9ceb9ac99205bf7cd3b8c02d7522497411da5197e51a49181bd002
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-229.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-229.png,ICL_Dataset,,Academic use only,1894,1418,9accd9018599f1b0a81d8255511279b767a1b7e42ec766ae99fd70d3484efa38
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-230.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-230.png,ICL_Dataset,,Academic use only,1894,1418,8a6c03ba43429a38feb6283bc1cd522a8a3f4eb3b4c9fc6829826771e867836b
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-231.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-231.png,ICL_Dataset,,Academic use only,1894,1418,8915ece13cc5ccf1e011287de5b8baa00036caf64a34118c3b74bf34cf4f92f0
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-232.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-232.png,ICL_Dataset,,Academic use only,1894,1418,8439b11a6f7f94907ff2e1f3f4aaa53990d90ac1720ebd06fd99020dd455c6b5
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-233.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-233.png,ICL_Dataset,,Academic use only,1894,1418,026e7f033e21443b73472bc4ea5f85ac38bc19f9b7b4fb3db02ffaeabffb9be2
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-234.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-234.png,ICL_Dataset,,Academic use only,1894,1418,de2bab5fcad925494cf2eee544198402623fca7c66222533343c79134ad9bc65
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-235.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-235.png,ICL_Dataset,,Academic use only,1894,1418,064c8a0a3ca5aae56a99acb5c417822b8bb76636e154fd247f7a1461daf37aab
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-236.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-236.png,ICL_Dataset,,Academic use only,1894,1418,c1934289241bf87fa749875f99797ba03546175ad175d729ef1789fc7b6cb1be
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-237.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-237.png,ICL_Dataset,,Academic use only,1894,1418,ff1804d97a736e6d2cee9865ef0c168572b4280c598aa72f2075b833ee02cdc4
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-238.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-238.png,ICL_Dataset,,Academic use only,1894,1418,c915364c200bd2a274dfd8218c34bf15cf09dbd1c0a90e3e1174b221fd5ebf78
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-239.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-239.png,ICL_Dataset,,Academic use only,1894,1418,2420d55002a8b093ddd6c0609e97e4378aa43c3f0e37f38e9340c18f4d9b3f6e
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-240.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-240.png,ICL_Dataset,,Academic use only,1894,1418,ea1e670e24df9925c8068c193dafd61dc69beb4450ad99fe3a09766c24b164ec
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-241.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-241.png,ICL_Dataset,,Academic use only,1894,1418,9597987dfa99a13ad64ff5c33d7562ced3f79630b3e3a4514ca9d8b0b356d9c6
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-242.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-242.png,ICL_Dataset,,Academic use only,1894,1418,183b095ac8d8646a7f2430bb5970d072808d8f2d61739591fcb6ab338b98d257
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-243.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-243.png,ICL_Dataset,,Academic use only,1894,1418,5ea34dd306563faf9403042df64b79b579ebed7c27773c7200d68d877222810d
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550B-244.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550B-244.png,ICL_Dataset,,Academic use only,1894,1418,d3ec5a2ab385e3cf514ebd9a5a54fcd70647fec49dd0818a78fb6fa0f130ca00
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-260.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-260.png,ICL_Dataset,,Academic use only,1894,1418,70588cfe6788b4b9f1d74dbed8f43cb86c51fd358a84188af57759b3b863f638
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-261.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-261.png,ICL_Dataset,,Academic use only,1894,1418,1528d8486d3e7814fe317217fa73eebde3ce6c65ef5564767d36dc7adc7d833b
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-262.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-262.png,ICL_Dataset,,Academic use only,1894,1418,7b0240e46b3d68fa5b1c3fc5f374cc7d7cda0c85d6ced7730e9f3659641a8c15
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-263.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-263.png,ICL_Dataset,,Academic use only,1894,1418,4a64aebe48ba39bc8ceb0501015ac499b7486330cfb6b03123a344bd7f69d82a
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-264.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-264.png,ICL_Dataset,,Academic use only,1894,1418,d91c05eaa404a59df2509fc967ff7dc05dbe86ccb4118904c445d4166f05f43c
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-265.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-265.png,ICL_Dataset,,Academic use only,1894,1418,605b3ca9a440a976a501d20c5141915fe100338a63a3decd631989f5626c443b
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-266.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-266.png,ICL_Dataset,,Academic use only,1894,1418,f873cd8e9f15acb14f7f3774b2585cbe1a428a3b8ad511474b5e67a3565e98f6
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-267.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-267.png,ICL_Dataset,,Academic use only,1894,1418,d57ea6669bae267d99c9177e119bfa71a35af760009680b42f04d0b031a50ca3
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-268.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-268.png,ICL_Dataset,,Academic use only,1894,1418,ec7fb43584a7c760358788553dee134a6113f5725c141a602243988671f6ff10
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-269.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-269.png,ICL_Dataset,,Academic use only,1894,1418,0ede7eeb5615eea3cd423994b8ef69295fe7393bdbc123839982c5501106dab3
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-270.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-270.png,ICL_Dataset,,Academic use only,1894,1418,05f7f807d0e70c7065cf5ee51c912c0174703da60add5f84f83b24a2676724cd
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-271.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-271.png,ICL_Dataset,,Academic use only,1894,1418,eadba85ae84bd6552e0d6047fbc676701d5434b6e7a5e118c7bbb82a43c3a062
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-272.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-272.png,ICL_Dataset,,Academic use only,1894,1418,528ad89f41dc194f9d11f630bdd8df561125af61cc416304213badbf0fd2249d
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-273.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-273.png,ICL_Dataset,,Academic use only,1894,1418,9956afe72e1a0db2bd781f499bc0834b4519ef7511e78c8eeef209a2ad82dcd7
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-274.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-274.png,ICL_Dataset,,Academic use only,1894,1418,97c8897a91b9089fe60d824b69b763beb25759b661781fa0c3b863e3c94f349e
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-275.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-275.png,ICL_Dataset,,Academic use only,1894,1418,41d01707d5f23498a9b6327f0eb4dc21ca0f1f27caaeaad8ec9d1638323954df
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-276.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-276.png,ICL_Dataset,,Academic use only,1894,1418,0761c14e4e634e3ec9dbb341ec55873d8d09e29dc23b1defb0411d1f07ca8aa1
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-277.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-277.png,ICL_Dataset,,Academic use only,1894,1418,0173fae9f2e51a31d479cf29e3a891f2c2763b5fa333f19aeaa4f11d262f67dc
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-278.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-278.png,ICL_Dataset,,Academic use only,1894,1418,97b95e5e6b04e02de1cf2fb9b955e94818a4c24073a7c923117c97259993ec77
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V550S-279.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V550S-279.png,ICL_Dataset,,Academic use only,1894,1418,18a3e31aa39f24bbae07378ebaca32b9249190d6122102e3ba72d8d8de1559b1
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-295.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-295.png,ICL_Dataset,,Academic use only,1894,1418,44f07b3f68cb339c5f064cdbfc5f20f22b8a0f8db9e6e288fa10ef34b76783c2
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-296.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-296.png,ICL_Dataset,,Academic use only,1894,1418,132886a61fc48d93e3df8e53eb15399bfc1b60f3df2e3e5a95f30f975ae86787
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-297.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-297.png,ICL_Dataset,,Academic use only,1894,1418,f37a5d94f2eb77269d47529d9ccf5c687c633576b65e66ad228733d3adb731eb
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-298.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-298.png,ICL_Dataset,,Academic use only,1894,1418,4cfb63482350795b126759d4ae3211fbdf245323528cd85b3742bcaae1741c51
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-299.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-299.png,ICL_Dataset,,Academic use only,1894,1418,f4646071b080af89ee4115496c166032aa1a732bfec4d428c57e1d7c83cdc08f
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-300.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-300.png,ICL_Dataset,,Academic use only,1894,1418,afaaeb647b831b206bffda618919ee5601181cb7d3d4154244142bb91fc9c516
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-301.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-301.png,ICL_Dataset,,Academic use only,1894,1418,c68fa0648d7ca32889b5eb83ce8234cb42ff9b858e95ac16d8b137a538847ed0
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-302.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-302.png,ICL_Dataset,,Academic use only,1894,1418,7a5bf84331be09b1650df6f4778aa021a23ceb08a760988066b363ef5c72271c
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-303.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-303.png,ICL_Dataset,,Academic use only,1894,1418,85afc60b86edce474a73086d28d6c4aa2a9419fb0e1f5b025921b1192d0890cb
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-304.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-304.png,ICL_Dataset,,Academic use only,1894,1418,eb688e1f016ddac79a3f8cb87ede2fe86557d82ada685d84b4cb99dadc9844f0
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-305.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-305.png,ICL_Dataset,,Academic use only,1894,1418,e668a9d746343564d3ca0764c6ae3a372754e0d53ebc5c363e2b120164a99281
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-306.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-306.png,ICL_Dataset,,Academic use only,1894,1418,acb58e918e83806d932da4608f0e90535cff2ed0873b0580c3028fb3fc1be3f0
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-307.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-307.png,ICL_Dataset,,Academic use only,1894,1418,fcf52f865e16e73360b25326daca521499546e24ebbf881e329e7f3b274d1f30
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-308.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-308.png,ICL_Dataset,,Academic use only,1894,1418,4a787cfba5138a5e4bad370a3f191712e8446a7d7c49ca9ae74f88b32d0bc046
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-309.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-309.png,ICL_Dataset,,Academic use only,1894,1418,543e561e447bc09e2bac3abecd34ce6134ab5cec157e23fe51edc9a9e8fdacbd
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-310.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-310.png,ICL_Dataset,,Academic use only,1894,1418,054a8eec4697eebbefe4ccba7decdfd81a78fc345534a4690b39479624e713c0
E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\screen\DS-05-R%D70S%EA232WMI%V610-311.png,screen,E:\ML Latest Assignment\ML Latest Assignment\scripts\..\dataset\raw\icl\RecapturedImages\RecapturedImages\D70s\DS-05-R%D70S%EA232WMI%V610-311.png,ICL_Dataset,,Academic use only,1894,1418,fc4377075f99a3ccbcaf7850e5858bda9bfec4aceafe5c16ea8299667f58320e
